Слово = взяток, Количество = 2
Слово = бух, Количество = 2
Слово = непременный, Количество = 1
Слово = полукривившие, Количество = 1
Слово = нагнулся, Количество = 1
Слово = обширной, Количество = 1
Слово = севера, Количество = 1
Слово = приехавшим, Количество = 2
Слово = погребе, Количество = 1
Слово = юру, Количество = 1
Слово = крупный, Количество = 1
Слово = сапожные, Количество = 2
Слово = дух, Количество = 15
Слово = благослови, Количество = 1
Слово = Гамбса, Количество = 1
Слово = затрудняется, Количество = 1
Слово = кивера, Количество = 1
Слово = сотерна, Количество = 1
Слово = посторонними, Количество = 1
Слово = обезьянства, Количество = 2
Слово = яиц, Количество = 1
Слово = уху, Количество = 1
Слово = жалованья, Количество = 3
Слово = досадовать, Количество = 1
Слово = присев, Количество = 2
Слово = ищу, Количество = 3
Слово = эту, Количество = 25
Слово = складываемся, Количество = 1
Слово = трактиром, Количество = 1
Слово = ивы, Количество = 3
Слово = Ба, Количество = 1
Слово = истина, Количество = 2
Слово = набитый, Количество = 1
Слово = почтеннейший, Количество = 8
Слово = мух, Количество = 2
Слово = ужаснулся, Количество = 1
Слово = проселков, Количество = 1
Слово = сыт, Количество = 2
Слово = Да, Количество = 252
Слово = заведет, Количество = 2
Слово = непрозрачной, Количество = 1
Слово = пух, Количество = 6
Слово = историйки, Количество = 1
Слово = управляющий, Количество = 4
Слово = напрасно, Количество = 8
Слово = временир, Количество = 1
Слово = За, Количество = 26
Слово = помещичьи, Количество = 1
Слово = поч, Количество = 1
Слово = известном, Количество = 1
Слово = шиш, Количество = 1
Слово = третьестепенные, Количество = 1
Слово = день], Количество = 1
Слово = отыскивали, Количество = 1
Слово = увернулся, Количество = 1
Слово = соч, Количество = 1
Слово = Подходишь, Количество = 1
Слово = стороной, Количество = 2
Слово = свечка, Количество = 1
Слово = поставлю, Количество = 3
Слово = наверно, Количество = 4
Слово = увы, Количество = 4
Слово = эпикуреец, Количество = 1
Слово = На, Количество = 76
Слово = сахара, Количество = 1
Слово = конюхом, Количество = 1
Слово = шлепнулся, Количество = 2
Слово = перешлешь, Количество = 1
Слово = неприятный, Количество = 3
Слово = приложился, Количество = 1
Слово = Погасив, Количество = 1
Слово = поймавшего, Количество = 1
Слово = тротуаре, Количество = 1
Слово = водилась, Количество = 1
Слово = Об, Количество = 5
Слово = сочинительница, Количество = 4
Слово = даю, Количество = 5
Слово = луч, Количество = 2
Слово = отчаянном, Количество = 1
Слово = Ее, Количество = 3
Слово = Псы, Количество = 1
Слово = сеянный, Количество = 1
Слово = Ха, Количество = 12
Слово = гусара, Количество = 1
Слово = частный, Количество = 1
Слово = душ, Количество = 35
Слово = разбогатею, Количество = 3
Слово = пресвятая, Количество = 1
Слово = кольцом, Количество = 1
Слово = имущество, Количество = 7
Слово = перепутавшись, Количество = 1
Слово = добытая, Количество = 1
Слово = гористого, Количество = 1
Слово = лаю, Количество = 1
Слово = длинна, Количество = 1
Слово = повидимому, Количество = 1
Слово = насмехаться, Количество = 1
Слово = рассеяться, Количество = 1
Слово = освещая, Количество = 1
Слово = проходят, Количество = 1
Слово = рощ, Количество = 1
Слово = куш, Количество = 2
Слово = трубато, Количество = 1
Слово = Для, Количество = 12
Слово = Не, Количество = 115
Слово = Из, Количество = 20
Слово = дыбилась, Количество = 1
Слово = держанье, Количество = 1
Слово = Ей, Количество = 4
Слово = Бричка, Количество = 3
Слово = кустарники, Количество = 1
Слово = ба, Количество = 2
Слово = поступить, Количество = 6
Слово = ель, Количество = 2
Слово = хватает, Количество = 2
Слово = Фронтон, Количество = 1
Слово = уезжавший, Количество = 1
Слово = прошлый, Количество = 2
Слово = негодяй, Количество = 1
Слово = Имя, Количество = 1
Слово = Всю, Количество = 2
Слово = проданные, Количество = 1
Слово = дощатый, Количество = 1
Слово = ожесточенный, Количество = 1
Слово = Хе, Количество = 1
Слово = честный, Количество = 5
Слово = да, Количество = 322
Слово = иль, Количество = 1
Слово = попарно, Количество = 1
Слово = попадет, Количество = 1
Слово = непринужденным, Количество = 1
Слово = Ни, Количество = 12
Слово = Комната, Количество = 2
Слово = Уж, Количество = 27
Слово = чаю, Количество = 13
Слово = украдет, Количество = 1
Слово = мебелями, Количество = 1
Слово = истинно, Количество = 4
Слово = рая, Количество = 1
Слово = Ан, Количество = 1
Слово = тишина, Количество = 3
Слово = спасительным, Количество = 1
Слово = Гм, Количество = 4
Слово = за, Количество = 453
Слово = продавал, Количество = 2
Слово = проникнутых, Количество = 1
Слово = закона, Количество = 1
Слово = мрачный, Количество = 2
Слово = посылает, Количество = 1
Слово = предположений, Количество = 1
Слово = Ой, Количество = 3
Слово = позорной, Количество = 1
Слово = пригорело, Количество = 1
Слово = уплачивать, Количество = 3
Слово = нею, Количество = 15
Слово = идя, Количество = 3
Слово = свыкнулся, Количество = 1
Слово = возилась, Количество = 1
Слово = ложилась, Количество = 1
Слово = сны, Количество = 1
Слово = изображавшая, Количество = 1
Слово = попросить, Количество = 4
Слово = канула, Количество = 1
Слово = Тентетн, Количество = 1
Слово = Фи, Количество = 1
Слово = Им, Количество = 1
Слово = Вся, Количество = 5
Слово = Во, Количество = 16
Слово = Ишь, Количество = 1
Слово = блеснуло, Количество = 1
Слово = выросло, Количество = 1
Слово = скверно, Количество = 2
Слово = аршина, Количество = 2
Слово = Моя, Количество = 1
Слово = на, Количество = 1572
Слово = ив, Количество = 1
Слово = До, Количество = 2
Слово = убирает, Количество = 1
Слово = па, Количество = 1
Слово = ликерчик, Количество = 1
Слово = простонародье, Количество = 1
Слово = приплетет, Количество = 1
Слово = отъявленный, Количество = 1
Слово = Щи, Количество = 3
Слово = некоторым, Количество = 6
Слово = об, Количество = 76
Слово = промысла, Количество = 1
Слово = изобилье, Количество = 1
Слово = Счастлив, Количество = 3
Слово = сполна, Количество = 1
Слово = та, Количество = 11
Слово = употреблю, Количество = 2
Слово = де, Количество = 1
Слово = фа, Количество = 1
Слово = ирь, Количество = 1
Слово = держась, Количество = 1
Слово = взбредет, Количество = 1
Слово = Ко, Количество = 2
Слово = почувствуешь, Количество = 1
Слово = подобное, Количество = 11
Слово = ее, Количество = 167
Слово = потчевать, Количество = 1
Слово = ха, Количество = 27
Слово = псы, Количество = 1
Слово = шею, Количество = 4
Слово = же, Количество = 618
Слово = Он, Количество = 161
Слово = ненадежная, Количество = 1
Слово = княжна, Количество = 2
Слово = удалась, Количество = 1
Слово = поведет, Количество = 3
Слово = мошенники, Количество = 2
Слово = сию, Количество = 5
Слово = попавшиеся, Количество = 1
Слово = Но, Количество = 203
Слово = профессораф, Количество = 1
Слово = мяч, Количество = 1
Слово = Эй, Количество = 13
Слово = рты, Количество = 1
Слово = усы, Количество = 5
Слово = небритый, Количество = 1
Слово = дню, Количество = 1
Слово = По, Количество = 30
Слово = искренняя, Количество = 2
Слово = тихострунного, Количество = 1
Слово = Яй, Количество = 1
Слово = Эк, Количество = 14
Слово = шевельни, Количество = 1
Слово = То, Количество = 12
Слово = явя, Количество = 1
Слово = выступить, Количество = 1
Слово = для, Количество = 211
Слово = не, Количество = 2288
Слово = галстуке, Количество = 1
Слово = сметлив, Количество = 1
Слово = небеса, Количество = 1
Слово = из, Количество = 409
Слово = шея, Количество = 3
Слово = отправлялся, Количество = 3
Слово = Пр, Количество = 1
Слово = выгнулся, Количество = 1
Слово = оборотами, Количество = 1
Слово = Оделась, Количество = 1
Слово = Ах, Количество = 51
Слово = мошенничеством, Количество = 2
Слово = покупщиками, Количество = 1
Слово = ароматический, Количество = 1
Слово = сия, Количество = 2
Слово = Гомера, Количество = 1
Слово = се, Количество = 2
Слово = ей, Количество = 42
Слово = бричка, Количество = 31
Слово = губерниию, Количество = 1
Слово = трогательной, Количество = 1
Слово = материалистка, Количество = 1
Слово = завидное, Количество = 1
Слово = имениями, Количество = 1
Слово = те, Количество = 43
Слово = ки, Количество = 1
Слово = гущина, Количество = 1
Слово = фронтон, Количество = 1
Слово = отличную, Количество = 1
Слово = отведет, Количество = 1
Слово = дня, Количество = 13
Слово = имя, Количество = 18
Слово = ли, Количество = 284
Слово = всю, Количество = 47
Слово = Фр, Количество = 1
Слово = Назвать, Количество = 1
Слово = хе, Количество = 6
Слово = мою, Количество = 8
Слово = От, Количество = 11
Слово = поднесешь, Количество = 1
Слово = владеет, Количество = 2
Слово = Солона, Количество = 1
Слово = провозился, Количество = 2
Слово = комната, Количество = 5
Слово = уж, Количество = 186
Слово = ни, Количество = 398
Слово = волю], Количество = 1
Слово = ел, Количество = 5
Слово = Ну, Количество = 151
Слово = Ст, Количество = 1
Слово = нечистого, Количество = 1
Слово = Малороссии, Количество = 1
Слово = юг, Количество = 1
Слово = попробовать, Количество = 6
Слово = навестить, Количество = 4
Слово = работает, Количество = 2
Слово = тряпка, Количество = 1
Слово = ем, Количество = 1
Слово = бралась, Количество = 1
Слово = заданные, Количество = 1
Слово = хлопотами, Количество = 1
Слово = прикажет, Количество = 1
Слово = душевное, Количество = 1
Слово = резонно, Количество = 1
Слово = тою, Количество = 2
Слово = неуловимых, Количество = 1
Слово = облеклось, Количество = 1
Слово = разума, Количество = 1
Слово = Тришка, Количество = 1
Слово = оттяганье, Количество = 1
Слово = румяными, Количество = 1
Слово = вся, Количество = 32
Слово = им, Количество = 80
Слово = во, Количество = 175
Слово = Фу, Количество = 2
Слово = моя, Количество = 24
Слово = Ох, Количество = 5
Слово = кипятка, Количество = 1
Слово = зря, Количество = 1
Слово = запивать, Количество = 1
Слово = до, Количество = 155
Слово = приглашен, Количество = 1
Слово = убиравшего, Количество = 1
Слово = требовать, Количество = 3
Слово = обыкновенных, Количество = 1
Слово = говоруны, Количество = 1
Слово = десятка, Количество = 1
Слово = плюнулаа, Количество = 1
Слово = толстыми, Количество = 4
Слово = щи, Количество = 4
Слово = щелчка, Количество = 1
Слово = счастлив, Количество = 1
Слово = красна, Количество = 1
Слово = варилась, Количество = 1
Слово = скользнуть, Количество = 1
Слово = Приедет, Количество = 1
Слово = Вы, Количество = 59
Слово = ко, Количество = 29
Слово = корыстья, Количество = 1
Слово = он, Количество = 1145
Слово = покупает, Количество = 1
Слово = знаменитые, Количество = 1
Слово = жуя, Количество = 1
Слово = ум, Количество = 18
Слово = но, Количество = 422
Слово = ес, Количество = 1
Слово = обширна, Количество = 1
Слово = продавала, Количество = 1
Слово = по, Количество = 509
Слово = хребтовую, Количество = 1
Слово = бросилась, Количество = 1
Слово = халата, Количество = 2
Слово = иссохшие, Количество = 1
Слово = скромно, Количество = 6
Слово = расстаюсь, Количество = 1
Слово = со, Количество = 110
Слово = скакавший, Количество = 1
Слово = хлопнулся, Количество = 1
Слово = Чипхайхилидзев, Количество = 1
Слово = уснастить, Количество = 1
Слово = Вертера, Количество = 1
Слово = полчаса, Количество = 4
Слово = Эх, Количество = 26
Слово = то, Количество = 414
Слово = увлекательной, Количество = 1
Слово = накрытая, Количество = 1
Слово = расскажет, Количество = 3
Слово = Мы, Количество = 17
Слово = содроганья, Количество = 1
Слово = Приступили, Количество = 1
Слово = ликерчика, Количество = 1
Слово = ах, Количество = 3
Слово = дряхлый, Количество = 2
Слово = прохладно, Количество = 1
Слово = бостончик, Количество = 1
Слово = А, Количество = 284
Слово = торгашами, Количество = 1
Слово = В, Количество = 194
Слово = наклонив, Количество = 1
Слово = пелеринка, Количество = 1
Слово = Ты, Количество = 34
Слово = шляпный, Количество = 1
Слово = назвать, Количество = 6
Слово = от, Количество = 260
Слово = закругленные, Количество = 1
Слово = неглупый, Количество = 1
Слово = слетает, Количество = 1
Слово = запрашивать, Количество = 1
Слово = ну, Количество = 22
Слово = скрытный, Количество = 1
Слово = вспомнив, Количество = 1
Слово = отведать, Количество = 1
Слово = их, Количество = 271
Слово = ассигнацией, Количество = 1
Слово = И, Количество = 195
Слово = холера, Количество = 1
Слово = Антошка, Количество = 3
Слово = отместку, Количество = 1
Слово = печальною, Количество = 1
Слово = мчалась, Количество = 1
Слово = ру, Количество = 1
Слово = сторона, Количество = 2
Слово = угадать, Количество = 2
Слово = К, Количество = 18
Слово = Антонович, Количество = 17
Слово = ту, Количество = 44
Слово = Цветущие, Количество = 1
Слово = масона, Количество = 1
Слово = помещая, Количество = 1
Слово = девушка, Количество = 3
Слово = М, Количество = 2
Слово = Лекарство, Количество = 1
Слово = неприступный, Количество = 1
Слово = Н, Количество = 3
Слово = христианского, Количество = 2
Слово = перешла, Количество = 1
Слово = О, Количество = 26
Слово = П, Количество = 1
Слово = отворившейся, Количество = 1
Слово = действиям, Количество = 1
Слово = Позвать, Количество = 3
Слово = чу, Количество = 1
Слово = доставляло, Количество = 1
Слово = воевать, Количество = 1
Слово = сверкнули, Количество = 1
Слово = весенняя, Количество = 2
Слово = юс, Количество = 1
Слово = С, Количество = 49
Слово = крякнуло, Количество = 1
Слово = отсутствие, Количество = 2
Слово = ух, Количество = 2
Слово = высохшие, Количество = 2
Слово = арбузные, Количество = 1
Слово = бы, Количество = 619
Слово = девятая, Количество = 1
Слово = приедет, Количество = 2
Слово = вы, Количество = 236
Слово = У, Количество = 66
Слово = Софрона, Количество = 1
Слово = оставлю, Количество = 2
Слово = наступает, Количество = 1
Слово = просохнувшей, Количество = 1
Слово = свинцовым, Количество = 1
Слово = плелась, Количество = 1
Слово = сварилось, Количество = 1
Слово = ночевать, Количество = 1
Слово = выведать, Количество = 3
Слово = благотворительное, Количество = 1
Слово = кулебякой, Количество = 1
Слово = ненужные, Количество = 1
Слово = подлецами, Количество = 1
Слово = недурной, Количество = 1
Слово = статуях, Количество = 1
Слово = партера, Количество = 1
Слово = нарочный, Количество = 1
Слово = Проснулся, Количество = 5
Слово = предметом, Количество = 4
Слово = эх, Количество = 3
Слово = Э, Количество = 1
Слово = мы, Количество = 62
Слово = надоедать, Количество = 2
Слово = дедушка, Количество = 1
Слово = напильников, Количество = 1
Слово = приступили, Количество = 1
Слово = Прошка, Количество = 5
Слово = ль, Количество = 4
Слово = Я, Количество = 167
Слово = ею, Количество = 7
Слово = мастера, Количество = 1
Слово = попивать, Количество = 1
Слово = а, Количество = 601
Слово = обитавшего, Количество = 1
Слово = озарилось, Количество = 1
Слово = гимназисты, Количество = 1
Слово = горячимито, Количество = 1
Слово = б, Количество = 15
Слово = чья, Количество = 1
Слово = счастлива, Количество = 1
Слово = вопросительным, Количество = 1
Слово = испивать, Количество = 1
Слово = в, Количество = 2648
Слово = ворона, Количество = 3
Слово = приедета, Количество = 1
Слово = г, Количество = 2
Слово = ты, Количество = 281
Слово = проводя, Количество = 1
Слово = странствований, Количество = 1
Слово = е, Количество = 1
Слово = двигать, Количество = 1
Слово = явилась, Количество = 4
Слово = попробует, Количество = 1
Слово = лю, Количество = 1
Слово = ожерелье, Количество = 1
Слово = разбойница, Количество = 1
Слово = семейственные, Количество = 1
Слово = ж, Количество = 205
Слово = з, Количество = 1
Слово = бумаге, Количество = 5
Слово = и, Количество = 4437
Слово = назовет, Количество = 2
Слово = покрытая, Количество = 2
Слово = к, Количество = 544
Слово = уселась, Количество = 1
Слово = глубокое, Количество = 1
Слово = предосуждение, Количество = 1
Слово = взволнованного, Количество = 1
Слово = чудеса, Количество = 2
Слово = способная, Количество = 1
Слово = окошка, Количество = 2
Слово = обедать, Количество = 3
Слово = Стенанье, Количество = 1
Слово = н, Количество = 3
Слово = лекарство, Количество = 1
Слово = схватив, Количество = 1
Слово = Александр, Количество = 4
Слово = штабсрот, Количество = 1
Слово = удовольствия, Количество = 9
Слово = о, Количество = 236
Слово = вниманье, Количество = 1
Слово = докажет, Количество = 1
Слово = эполеты, Количество = 2
Слово = впивать, Количество = 1
Слово = прокурорскими, Количество = 1
Слово = п, Количество = 2
Слово = позвать, Количество = 1
Слово = р, Количество = 2
Слово = редька, Количество = 1
Слово = губернских, Количество = 6
Слово = с, Количество = 1198
Слово = т, Количество = 2
Слово = остротами, Количество = 1
Слово = курилась, Количество = 1
Слово = опытный, Количество = 1
Слово = у, Количество = 506
Слово = заведеньи, Количество = 1
Слово = догадываться, Количество = 1
Слово = Вахрамея, Количество = 1
Слово = рассылаются, Количество = 1
Слово = матушкой, Количество = 1
Слово = приглядишься, Количество = 1
Слово = благовоспитанные, Количество = 1
Слово = балыка, Количество = 1
Слово = признательности, Количество = 1
Слово = Iе, Количество = 1
Слово = 12й, Количество = 1
Слово = бумажное, Количество = 1
Слово = очинив, Количество = 1
Слово = Прекра, Количество = 1
Слово = перебыл, Количество = 1
Слово = ъ, Количество = 2
Слово = набежавшая, Количество = 1
Слово = проснулся, Количество = 4
Слово = ставнями, Количество = 2
Слово = бросает, Количество = 2
Слово = произнося, Количество = 1
Слово = произнес, Количество = 19
Слово = приятный, Количество = 7
Слово = откровенности, Количество = 1
Слово = дворишко, Количество = 1
Слово = значительные, Количество = 1
Слово = заслонив, Количество = 1
Слово = раздать, Количество = 1
Слово = уважать, Количество = 1
Слово = клетчатом, Количество = 1
Слово = котлеты, Количество = 1
Слово = э, Количество = 2
Слово = коснулся, Количество = 3
Слово = пробовать, Количество = 1
Слово = удалявшуюся, Количество = 1
Слово = Павлушка, Количество = 2
Слово = я, Количество = 541
Слово = поступает, Количество = 1
Слово = красив, Количество = 1
Слово = негодованьем, Количество = 1
Слово = опустилась, Количество = 2
Слово = перечувствовалось, Количество = 1
Слово = производств, Количество = 1
Слово = просительным, Количество = 1
Слово = вечера, Количество = 5
Слово = Кошкаревымм, Количество = 1
Слово = протертых, Количество = 1
Слово = упрашивать, Количество = 1
Слово = обратно, Количество = 2
Слово = обрадовавшиеся, Количество = 1
Слово = правде, Количество = 1
Слово = прочный, Количество = 1
Слово = назначить, Количество = 1
Слово = вызвать, Количество = 1
Слово = многообразных, Количество = 1
Слово = необыкновенные, Количество = 1
Слово = свесив, Количество = 1
Слово = пренеприятные, Количество = 1
Слово = выскажет, Количество = 1
Слово = Перфильевна, Количество = 1
Слово = увидать, Количество = 2
Слово = колеса, Количество = 4
Слово = оригинально, Количество = 1
Слово = избранье, Количество = 1
Слово = занавесками, Количество = 2
Слово = большом, Количество = 7
Слово = чудесно, Количество = 1
Слово = познанье, Количество = 2
Слово = поступитьа, Количество = 1
Слово = разрядились, Количество = 1
Слово = выпрашивать, Количество = 2
Слово = наехавшего, Количество = 1
Слово = тащилась, Количество = 1
Слово = забвенье, Количество = 1
Слово = говорливая, Количество = 1
Слово = подперся, Количество = 1
Слово = совета, Количество = 2
Слово = опустившийся, Количество = 1
Слово = клонилось, Количество = 1
Слово = ожидать, Количество = 4
Слово = усмехнулся, Количество = 1
Слово = решилась, Количество = 3
Слово = знакомые, Количество = 3
Слово = Платоно, Количество = 1
Слово = значительным, Количество = 1
Слово = пришла, Количество = 8
Слово = лишилась, Количество = 1
Слово = утрата, Количество = 1
Слово = мелочную, Количество = 1
Слово = дереве, Количество = 1
Слово = выступает, Количество = 1
Слово = расползались, Количество = 1
Слово = Обокра, Количество = 1
Слово = копченые, Количество = 1
Слово = напичкано, Количество = 1
Слово = начата, Количество = 1
Слово = обращаюсь, Количество = 2
Слово = ответа, Количество = 8
Слово = передать, Количество = 6
Слово = службе, Количество = 14
Слово = паслась, Количество = 1
Слово = позеленел, Количество = 2
Слово = штучка, Количество = 1
Слово = Пенька, Количество = 1
Слово = дружбе, Количество = 6
Слово = непреодолимой, Количество = 1
Слово = решительные, Количество = 2
Слово = останьтесь, Количество = 3
Слово = который, Количество = 130
Слово = забежать, Количество = 1
Слово = дремавший, Количество = 1
Слово = очутилась, Количество = 3
Слово = красавица, Количество = 1
Слово = Софроновна, Количество = 1
Слово = сбежать, Количество = 1
Слово = огромнейший, Количество = 2
Слово = навернувшиеся, Количество = 1
Слово = Коегде, Количество = 1
Слово = неслыханный, Количество = 1
Слово = угождать, Количество = 2
Слово = солидное, Количество = 1
Слово = возбуждающие, Количество = 1
Слово = создать, Количество = 1
Слово = внимательнее, Количество = 2
Слово = взошла, Количество = 1
Слово = пойманные, Количество = 1
Слово = просветительности, Количество = 1
Слово = шалуна, Количество = 1
Слово = любимому, Количество = 1
Слово = знакомство, Количество = 4
Слово = образовать, Количество = 2
Слово = забора, Количество = 1
Слово = чиновное, Количество = 3
Слово = родительских, Количество = 1
Слово = пренеприятнейшая, Количество = 1
Слово = небольшом, Количество = 2
Слово = ночлег, Количество = 1
Слово = поместить, Количество = 1
Слово = неслась, Количество = 2
Слово = обратив, Количество = 1
Слово = написанов, Количество = 1
Слово = Казенные, Количество = 1
Слово = сказать, Количество = 143
Слово = благоразумным, Количество = 1
Слово = находившиеся, Количество = 3
Слово = заплевками, Количество = 1
Слово = проглотили, Количество = 1
Слово = указать, Количество = 1
Слово = Горазд, Количество = 1
Слово = кровать, Количество = 6
Слово = старанье, Количество = 1
Слово = отведенную, Количество = 1
Слово = Дениса, Количество = 2
Слово = замешивать, Количество = 1
Слово = вспыхивавшая, Количество = 1
Слово = приглаженными, Количество = 1
Слово = финансы, Количество = 1
Слово = зеленому, Количество = 1
Слово = кузнецами, Количество = 2
Слово = попятный, Количество = 1
Слово = шлепанье, Количество = 1
Слово = Странные, Количество = 1
Слово = придать, Количество = 3
Слово = денька, Количество = 3
Слово = независимость, Количество = 1
Слово = окрестности, Количество = 2
Слово = заронилось, Количество = 1
Слово = карманные, Количество = 2
Слово = изорванными, Количество = 1
Слово = недурна, Количество = 1
Слово = избежать, Количество = 1
Слово = офицера, Количество = 1
Слово = кучера, Количество = 6
Слово = исполняя, Количество = 1
Слово = ограде, Количество = 1
Слово = заплатив, Количество = 1
Слово = мальчугана, Количество = 1
Слово = Федорович, Количество = 13
Слово = фырканье, Количество = 1
Слово = складываться, Количество = 1
Слово = перейдет, Количество = 1
Слово = салопа, Количество = 1
Слово = соединившись, Количество = 1
Слово = Пирушка, Количество = 1
Слово = писанные, Количество = 1
Слово = укладываться, Количество = 1
Слово = кабинетом, Количество = 1
Слово = произошел, Количество = 2
Слово = изумленный, Количество = 2
Слово = Федорыч, Количество = 1
Слово = Федора, Количество = 1
Слово = пенька, Количество = 1
Слово = Заметно, Количество = 3
Слово = Поденщик, Количество = 1
Слово = восклицанием, Количество = 1
Слово = торговать, Количество = 1
Слово = соображаяся, Количество = 1
Слово = сорвать, Количество = 1
Слово = Европа, Количество = 1
Слово = отстает, Количество = 1
Слово = отработавшийся, Количество = 1
Слово = пропустит, Количество = 1
Слово = набравший, Количество = 1
Слово = уезжать, Количество = 1
Слово = загромождены, Количество = 1
Слово = священнейший, Количество = 1
Слово = коегде, Количество = 8
Слово = раздробленных, Количество = 1
Слово = негодовать, Количество = 1
Слово = выместить, Количество = 1
Слово = обойдет, Количество = 1
Слово = придумано, Количество = 1
Слово = Ответив, Количество = 1
Слово = веревочки, Количество = 1
Слово = Прохорову, Количество = 1
Слово = дельный, Количество = 1
Слово = фамилию, Количество = 3
Слово = прекрасною, Количество = 1
Слово = жилета, Количество = 1
Слово = медицину, Количество = 1
Слово = Продать, Количество = 2
Слово = солдать, Количество = 1
Слово = рассужденья, Количество = 1
Слово = исписанную, Количество = 1
Слово = расслабление, Количество = 1
Слово = спускаясь, Количество = 1
Слово = облегчить, Количество = 1
Слово = взойдет, Количество = 2
Слово = поймавший, Количество = 1
Слово = Заслышали, Количество = 1
Слово = окошечке, Количество = 1
Слово = телеге, Количество = 1
Слово = казенные, Количество = 2
Слово = неразумия, Количество = 1
Слово = Пестрый, Количество = 1
Слово = одышка, Количество = 1
Слово = Отличны, Количество = 1
Слово = шушера, Количество = 1
Слово = прошла, Количество = 2
Слово = разбудили, Количество = 2
Слово = трогать, Количество = 2
Слово = подмигнул, Количество = 1
Слово = посланные, Количество = 1
Слово = избравший, Количество = 1
Слово = отошла, Количество = 1
Слово = рассматривая, Количество = 3
Слово = Пройдет, Количество = 2
Слово = матушка, Количество = 27
Слово = странные, Количество = 2
Слово = кончилась, Количество = 3
Слово = всякомь, Количество = 1
Слово = стриженая, Количество = 1
Слово = Бросив, Количество = 1
Слово = единогласно, Количество = 1
Слово = завезет, Количество = 1
Слово = отскакивает, Количество = 2
Слово = занимательнее, Количество = 1
Слово = десятая, Количество = 1
Слово = досаде, Количество = 2
Слово = приятную, Количество = 3
Слово = вырвать, Количество = 1
Слово = подождать, Количество = 1
Слово = Антоновича, Количество = 1
Слово = возложенного, Количество = 1
Слово = Деревенская, Количество = 1
Слово = Федоровна, Количество = 3
Слово = гонимому, Количество = 1
Слово = двадцатилетняя, Количество = 1
Слово = нашлась, Количество = 1
Слово = обратилось, Количество = 1
Слово = признавал, Количество = 1
Слово = сильный, Количество = 2
Слово = высунулся, Количество = 1
Слово = опоздать, Количество = 2
Слово = богатство, Количество = 1
Слово = заметно, Количество = 11
Слово = обещает, Количество = 1
Слово = хлебов, Количество = 1
Слово = Сидоровна, Количество = 1
Слово = гусарпору, Количество = 1
Слово = пробежавшая, Количество = 1
Слово = Зарежет, Количество = 1
Слово = обдумывались, Количество = 1
Слово = уперлась, Количество = 1
Слово = доказать, Количество = 3
Слово = замелькали, Количество = 1
Слово = перемигнулись, Количество = 2
Слово = подается, Количество = 2
Слово = Заметив, Количество = 3
Слово = расстановкой, Количество = 2
Слово = обдерганными, Количество = 1
Слово = врагов, Количество = 3
Слово = ниспосылающее, Количество = 1
Слово = выскакивает, Количество = 1
Слово = превосходительству, Количество = 4
Слово = отломленный, Количество = 1
Слово = тетушка, Количество = 2
Слово = Случилась, Количество = 1
